Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Recommended,Food & Beverages,Inflight Entertainment,Wifi & Connectivity,Aircraft
2014-01-02,7,Indonesia,,AirAsia customer review,Airasia Indonesia. SUB-CGK. Overall the trip was good. The cabin crews were polite. But the staff service wasn't very good when I entered the boarding gate the staff hasn't placed the airport tax thing behind the boarding pass although we had paid to her. Because of that we should wait for minutes before boarding the aircraft.,,Economy Class,,,,,3.0,2.0,,3,yes,0.0,0.0,,
2013-12-23,1,Australia,,AirAsia customer review,"I flew to Singapore from Sydney with Air Asia last week. I regret flying with AA. Pre-ordered meals were of very poor quality. There was a only very limited selection of food available for purchase - only peanuts chocolates and fizzy drinks. The flight was freezing cold and I had to pay money to rent a basic blanket. No credit cards are accepted on board. If you pay in dollars balance is paid in MYR- another rip off! There were 2 small children about 10 and 12 years travelling with their parents who changed their seats and moved near to a window just before we landed in KL to get a aerial view of KL. Many hot seats were unoccupied and were vacant throughout the flight and there was at most 20 min flight time left. The children were asked to return to their original seats by the flight attendant as they were not entitled to sit in ""hot"" seats. I thought the way they said was quite rude. The flight attendants speak little English. They are careless. I think what they sell as business class is probably as comfortable as Qantas Economy.",,Economy Class,,,,,1.0,1.0,,1,no,1.0,1.0,,
2013-12-10,10,Thailand,,AirAsia customer review,Impressed by flight FD3932 from Changi Airport to Don Mueang on the night of 5th Dec 2013. No long queue at Terminal 1 check in counter the staff really helpful toward us when I ask to be seat together with older parents. Though the aircraft had just arrived the crew showed no sign of tiredness and were helpful on boarding. Captain made announcement about the weather and greeted us when we started to fly into Thai air space. It's a little things that's count.,,Economy Class,,,,,,,,4,yes,,,,
2013-12-06,1,India,,AirAsia customer review,It isn't low cost there are additions to the fares such as seat selection fee baggage fee meal fee and other hidden fees which all adds to and cost as near as a decent airlines like Thai Airways. Their services from ground to in-flight staff were inefficient. KOL-HKT 5 of us were travelling including my 2 year old daughter. Bangkok- Phuket being a short haul flight I skipped the seat selection (my biggest mistake). I told the lady at the check- in counter that we required 3 seats together minutes later our luggage was through and we were handed the boarding passes. All 5 of us were placed at different seats far from each other. Upon boarding I wasn't going to sit down until 3 of us were seated next to each other. A stewardess found 3 passengers who felt sorry for our situation and swapped seats. I saw their so called hot seats for which you pay extras for extra leg room were not any different from those ordinary seats. The seats were so cramped that you can hardly move if the seat in front was reclined back. Air Asia can change their flight timings anytime they want so stay tuned and updated. Our flight was postponed nearly 24 hrs.They claimed that they did try to contact me. At the sales desk we were told to wait an hour and see if there were any no shows. There were so we rushed to check-in luggage through and then told that there are only four seats left and we must hold the baby in our lap. We had no choice rushed to the aircraft as the last call was announced. We struggled just like before with the separated seats even though this time I had pre-selected seats with the original flight. We also had pre-booked meals with the original flight but since we boarded on a different flight they wouldn't serve us any meal. Air Asia in Bangkok lands at Don Muang Airport and not the Suvarnabhumi. The difference in two is that the Don Muang airport is an old airport and later is a new one. Everyone goes on a holiday to have a good time. Your holiday starts from the moment you are in the aircraft. Go for that little extra spending and choose a renowned airline.,,Economy Class,,,,,1.0,1.0,,1,no,1.0,1.0,,
2013-12-03,7,Australia,,AirAsia customer review,Flew from Bangkok to Kuala Lumpur and then KL to Melbourne. Check-in online simply didn't work for us using any type of computer. Was also unable to manage my booking as system never allowed us to log in. Check in at Bangkok airport horrendous. Had to argue with check in agent to change seats so both of us were seated together (something we attempted numerous times online). Book with realistic expectations as that's all you will receive. Make sure you're at the gate in plenty of time as the gate suddenly closes with no announcements.,,Economy Class,,,,,3.0,3.0,,4,yes,3.0,1.0,,
2013-11-28,9,India,,AirAsia customer review,I with my wife travelled from Chennai to Kuala Lumpur on 5th Nov 2013 and from KL to Adelaide on 9th Nov 2013. Both the flights were comfortable and enjoyed journey.,,Economy Class,,,,,4.0,5.0,,4,yes,3.0,3.0,,
2013-11-22,3,Malaysia,,AirAsia customer review,Flight from Guangzhou to Kuala Lumpur. All of their service is what the low cost airlines have. Normal seat without IFE without food serving. Recommend during great promotion and travel with only cabin baggage (quite expensive check-in baggage fee).,,Economy Class,,,,,3.0,3.0,,2,no,1.0,1.0,,
2013-11-15,10,Zambia,,AirAsia customer review,I'm not sure what people are expecting when flying with a low cost airline. My trip Bali - Singapore was great maybe having average expectations when booking helped. I made a point of reading the fine print on the Air Asia website which saved me money by pre-booking my luggage and my seat first row of the plane. I was also happy to have paid for the meet and greet option as there were long check-in queues at 05.00 with 3 Air Asia flights departing early. No queue for me right to the front and then assisted with passport control and led to the business lounge (the lounge was pretty poor not Air Asia's fault). Crew were young polite and efficient. Well- done Air Asia!,,,,,,,3.0,4.0,,5,yes,3.0,1.0,,
2013-11-14,9,India,,AirAsia customer review,Chennai to Singapore with a stopover in Kuala Lumpur. The journey was great. Even though the flight from Chennai was delayed by half an hour and the seats were not so comfy I liked this airline because of the hospitality and cost. Thank you Airasia for this wonderful journey.,,Economy Class,,,,,3.0,4.0,,5,yes,3.0,1.0,,
2013-11-10,8,Sweden,,AirAsia customer review,DMK-PNH. Flight delayed maybe 30 min but arrived 15 min late. Communication regarding delay not sufficient. Otherwise very good flight in clean plane with friendly staff - as every time I've flown Air Asia. Did not have a meal on this flight but on previous flights food has varied between 2 & 4 stars in my book.,,Economy Class,,,,,4.0,5.0,,5,yes,3.0,1.0,,
2013-10-31,7,United Kingdom,,AirAsia customer review,I have flown six times with Air Asia this year and have found it to be a good airline for the price. The staff are friendly and the check-in staff have been helpful. The planes are always clean and comfy. The only down side to Air Asia is their KL terminal. The terminal is confusing the flights are nearly always late and the walk from the terminal to the plane can be long (especially if it is windy and raining). But for friendliness cleanliness and price I would recommend Air Asia.,,Economy Class,,,,,5.0,5.0,,5,yes,2.0,1.0,,
2013-10-29,9,India,,AirAsia customer review,Traveled from COK to KUL (LCCT) and back on AK 1203/1204. The in-flight services were truly good and the on time performance has to be highlighted.,,Economy Class,,,,,4.0,5.0,,5,yes,4.0,2.0,,
2013-10-25,1,United States,,AirAsia customer review,I have traveled this airline twice. While their inflight service is average I found other aspects to be quite awful. I travel extensively across US Europe and Asia so have a good basis of comparison. If there is a problem - don't expect any competent problem solving. Ground staff are poorly trained and unhelpful in case of a problem. First time I traveled my flight from Phuket to Bangkok was delayed several hours and they had no idea when the flight was going to depart or even which gate it would depart from. On a recent flight from Siem Reap to Denpasar via Kuala Lumpur several transit passengers had to be offloaded because they could not transit through KL - you need to enter the country and then exit via immigration so those from countries requiring visas were not able to board. They have no transit facilities at their hub in KL. The website clearly states they have through transit facilities - to this the passengers were told by the ground staff manager that the website is frequently incorrect and cannot be relied on. So that is the other problem - their website is unreliable and not kept current by their own admission. which in this day and age is totally unacceptable. Their terminal in KL is awful - it makes a Greyhound bus terminal seem sophisticated and comfortable. There is no place to sit and its bursting at the seams with passengers. If you have a long stopover be prepared to stand around or sit on the floor or on your bag. There is little to eat or drink until after you go past immigration to the gate but you can't check in to your flight until 2 hours before departure - so if you have a long break between flights you better come equipped. I have taken my last flight on AirAsia - it is truly the worst airline I have flown. The inflight service however is OK given its a totally discount airline with no frills whatsoever - you will pay for everything including water.,,Premium Economy,,,,,2.0,1.0,,3,no,2.0,1.0,,
