Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Inflight Entertainment,Wifi & Connectivity,Aircraft
indigo-airlines,254430,2014-12-01,10,Thailand,,IndiGo customer review,Flew from Poona to Calcutta and then a connection again IndiGo to Bangkok. Both flights virtually flawless. Have to always commend the cabin crew on their providing a comfortable flight. Noticed something new this time: on deplaning one of the cockpit staff emerges to join the cabin crew in bidding adieu. I do have a suggestion: the designers of the new Calcutta airport omitted to provide any kind of elevator/lift connection - to assist passengers with luggage - for those transferring from arrivals (ground floor) to departures (first floor). Maybe IndiGo can have a staff member on the ground floor to assist arriving IndiGo passengers transferring to departures and carrying heavy luggage?,,Economy Class,,,,,4.0,5.0,0.0,,5,yes,0.0,,
indigo-airlines,254431,2014-11-25,8,Australia,,IndiGo customer review,Delhi to Kochi last Friday. Check in was efficient by friendly smartly dressed staff. My check in bag was over the 15kg limit. When I mentioned that my hand luggage was much lighter it was suggested I transfer between bags thus saving a hefty fee. Good clean aircraft but the pre-ordered meal was a disappointment. A packed fast food instant rice or noodle concoction possibly the type served to astronauts in deep space.,,Economy Class,,,,,3.0,4.0,2.0,,4,yes,0.0,,
indigo-airlines,254432,2014-11-20,9,Thailand,,IndiGo customer review,Flew IndiGo November 11 to Kolkota from Bangkok. A full flight. On time takeoff very friendly and accommodating staff seats are ok cabin and toilets clean. Been flying IndiGo on and off the past few years and this has been my usual experience. Never tried the food but the cabin staff at least on this flight constantly asked - even though I never ordered any food - if I needed water each time the food cart went past.,,Economy Class,,,,,3.0,5.0,0.0,,5,yes,0.0,,
indigo-airlines,254433,2014-11-11,4,India,,IndiGo customer review,"Delhi (DEL) - Kolkata (CCU) 6 Nov 14 6E219 - Was traveling with a small trolley bag (15"" diagonally) and a compact laptop bag (15"" diagonally). Total weight 11 kgs. Got the shock of my life when they said that they wouldn't allow more than 7 Kgs in cabin including laptop. Now I had a laptop and charger. Then I had a SLR Camera with lenses plus a change of clothes and some files. They asked me to pack all the fragile items into one bag and check-in the other. Imagine my situation. There was no way I could fit all the fragile items into one bag and weigh in at less than 7 kgs. I checked-in the bag and nothing was damaged. On to other aspects of the flight. The seats are cramped and the seat back is very thin. You feel the knees of the guy behind you! The food they sell is mediocre. If you want on time performance then probably this LCC is the best in India. But if you want customer friendly service comfortable seats good food or in-flight entertainment (none exists on Indigo aircraft's) or for that matter a reasonable cabin baggage policy then do look elsewhere.",,Economy Class,,,,,2.0,4.0,3.0,,4,no,1.0,,
indigo-airlines,254434,2014-10-28,10,India,,IndiGo customer review,Chennai to Bangalore. The flight took off from Chennai on time with the captain warning us beforehand that there was very heavy weather over Bangalore that he would try to avoid. We eventually got to Bangalore airspace and ended up circling for 20 minutes or more until the captain announced that the thunderstorm had passed and we could land before our fuel situation worsened. Reasonably comfortable seat and friendly crew possibly the most efficient LCC in the Indian skies at the moment and wouldn't hesitate to fly them again.,,Economy Class,,,,,4.0,5.0,0.0,,5,yes,0.0,,
indigo-airlines,254435,2014-10-12,1,India,,IndiGo customer review,Flight 6E 473 from Mumbai to Bangalore was delayed by 12 minutes at 22.02 HRS due to weather conditions en-route to Bangalore. However it took the airline 42 minutes to deliver baggage - first bag was delivered at 22.42 hrs! Bangalore Airport is very efficient and I have not experienced baggage delays in the past 3 years - both domestic and international flights. This delay was primarily due to inefficiency and bad co-ordination amongst the ground staff. Today IndiGo Airlines ground staff were pathetic and inactive - they repeated baggage will be on belt in 2 minutes while it actually took over 40 minutes. No supervisory staff were available to address the issue. Rain had stopped when this flight landed. Since this flight had no aerobridge facility we had to disembark from the flight - walk down an uncovered ramp into the bus. None of us were wet - but airline ground staff observed heavy rain to delay baggage delivery by 40 minute! Indigo Flight 6E 412 from Kochi to Bangalore landed at 22.06 hrs even this flight was late. But the last bag for this Indigo flight was on belt at 22.24 hrs. If the same airline can deliver bags for a flight that landed 4 minutes after the Mumbai-Bangalore flight how can they blame the weather system! I don't see any reason other than staff inefficiency and bad co-ordination for this delay.,,Economy Class,,,,,4.0,1.0,1.0,,1,no,1.0,,
indigo-airlines,254436,2014-09-14,10,India,,IndiGo customer review,Flew from Goa - Delhi on 11 Aug 2014 Flight on time. Nice and clean aircraft. Wide range of snacks available for purchase though rates were exorbitant. The only negative point would be air hostesses being less interactive and involved.,,Economy Class,,,,,5.0,5.0,5.0,,5,yes,5.0,,
indigo-airlines,254437,2014-09-01,10,South Korea,,IndiGo customer review,Flew from Delhi to Coimbatore and then from Chennai to Kolkata. This is an outstanding low-cost airline. I couldn't really find any fault with them! All staff were very friendly professional and helpful the planes were modern and spotless the captain gave informative and friendly announcements before during and after the flight the food and drinks were good quality and reasonably priced; and the inflight magazine was well-produced. In Delhi we got stuck in a traffic jam caused by a sudden storm and so we only arrived at the aiport about 10 minutes before the flight. We assumed that we would miss the flight and have to make a plan B but the excellent and helpful staff quickly issued us boarding passes and rushed us to the plane so we still got away on time.,,Economy Class,,,,,4.0,5.0,4.0,,5,yes,5.0,,
indigo-airlines,254438,2014-08-11,8,India,,IndiGo customer review,I quite often travel from Pune to Nagpur and I would always prefer Indigo over other budget airlines. The ground staff and flight crew is humble and helpful and they give you good attention when needed. Flight crew seems well trained and organized compared to crew of other airlines. In-flight food options are good and inexpensive. They serve coffee unlike GoAir. Ticket pricing is better than competition.,,Economy Class,,,,,3.0,4.0,4.0,,4,yes,0.0,,
indigo-airlines,254439,2014-08-06,9,Australia,,IndiGo customer review,I flew with them from Bangalore to Pune recently. Ground staff at Bangalore airport were a bit disorganized but managed to get us on board fast. Seat was fairly ok but if you are a large person you will feel very uncomfortable as the armrests on this airline did not go up. After take off we were offered drinks despite Indigo being a budget airline. I felt a little hungry halfway through the flight and I manger to get a packet of chips for a cheap price. After which we landed in Pune fresh and nourished. Overall Indigo I feel has service that is better than any other budget airline that I knew.,,Economy Class,,,,,3.0,4.0,3.0,,5,yes,0.0,,
indigo-airlines,254440,2014-07-22,8,Australia,,IndiGo customer review,Flew Chennai Jaipur and return. Efficient service good value and organization from a cut price carrier. New clean aircraft friendly staff. Only problem was that out first booking had not actually been confirmed despite us having a booking number. I received nothing from Indigo to tell me this and I missed the small print on my booking. With an 30 minutes to spare a very helpful groundstaff person went to a lot of trouble to get us new bookings and got us the last seats on our flight. Brickbats for not providing better info re the not confirmed booking (we still don't know why) but kudos to the staff member who helped us in Chennai airport.,,Economy Class,,,,,3.0,4.0,0.0,,4,yes,0.0,,
indigo-airlines,254441,2014-05-03,9,India,,IndiGo customer review,Flew BOM to Goa return and BOM to Delhi. The Goa flights were rescheduled many times and we got constant updates by SMS many weeks in advance. Check in at Bombay was smooth with the web check in counter being empty. Flights on time and service was good.,,Economy Class,,,,,4.0,4.0,4.0,,5,yes,0.0,,
indigo-airlines,254442,2014-03-30,10,India,,IndiGo customer review,Flew MAA-AMD on Indigo 6e-237. Check in went smoothly the flight was on time it was clean and appeared new and had ample legroom. The food was delicious. The flight crew were quick and efficient. Overall good experience and no problems. Would fly Indigo again.,,Economy Class,,,,,4.0,4.0,5.0,,5,yes,0.0,,
indigo-airlines,254443,2014-03-29,10,India,,IndiGo customer review,Flew Delhi-Chennai-Coimbatore in December with family. Check-in was swift and they even allowed little more luggage for our family. I had pre-booked meals and front seats. Non Veg food is served at room temperature which should be provided hot. Staff were friendly and flight was comfortable. I will definitely fly Indigo again.,,Economy Class,,,,,5.0,4.0,4.0,,5,yes,3.0,,
